frame_id,steering_angle
1479425441182877835,0.02871333248913288
1479425441232704425,0.023855285719037056
1479425441282730750,0.027524733915925026
1479425441332806714,0.029420064762234688
1479425441382790272,0.027170555666089058
1479425441432724303,0.0261294636875391
1479425441482746958,0.023833053186535835
1479425441532802506,0.024832183495163918
1479425441582725165,0.028309786692261696
1479425441632720892,0.02718144841492176
1479425441682732948,0.03252331167459488
1479425441732800574,0.029176505282521248
1479425441782737331,0.01986520178616047
1479425441832816004,0.029161138460040092
1479425441882830087,0.060387931764125824
1479425441932849879,0.06272350251674652
1479425441982783223,0.08081571757793427
1479425442032874172,0.060685113072395325
1479425442082758552,0.0005117300897836685
1479425442132852121,0.02712966687977314
1479425442182761838,0.06995954364538193
1479425442232828524,0.08471635729074478
1479425442282862682,0.08294553309679031
1479425442332893792,0.16656304895877838
1479425442382858459,0.08951478451490402
1479425442432797491,0.07933716475963593
1479425442482899263,0.08039253205060959
1479425442532771570,0.07958777248859406
1479425442582809345,0.09507999569177628
1479425442632821093,0.11845383793115616
1479425442682747552,0.021097736433148384
1479425442732806572,0.06299103796482086
1479425442782862182,0.05682715028524399
1479425442832833025,0.057201288640499115
1479425442882822631,0.03467702120542526
1479425442932809867,0.03458446264266968
1479425442982805056,0.04673764854669571
1479425443032823520,0.028887344524264336
1479425443082812203,0.02945425547659397
1479425443132827444,0.03353216499090195
1479425443182854411,0.05447332561016083
1479425443232861030,0.04436849057674408
1479425443282879357,0.06118376553058624
1479425443332896491,0.0500890389084816
1479425443382879593,0.0017524752765893936
1479425443432903742,0.036611370742321014
1479425443483016593,0.00448770634829998
1479425443533017775,0.011938603594899178
1479425443582977575,0.00881989486515522
1479425443632945821,0.03462740778923035
1479425443682982187,0.04075568914413452
1479425443732869219,0.05056380480527878
1479425443782898808,0.11397213488817215
1479425443833012205,0.07897407561540604
1479425443882914607,0.06470533460378647
1479425443933132143,0.09583427757024765
1479425443983182782,0.030776159837841988
1479425444033115695,-0.03860200196504593
1479425444083198332,-0.053922608494758606
1479425444133127546,-0.07975904643535614
1479425444183146275,-0.0820615366101265
1479425444233201168,-0.09161892533302307
1479425444283138737,-0.0908745676279068
1479425444333229360,-0.10237962007522583
1479425444383185181,-0.12027491629123688
1479425444434593057,-0.12903916835784912
1479425444483190972,-0.12579938769340515
1479425444533172421,-0.15359102189540863
1479425444583259948,-0.13605915009975433
1479425444633286162,-0.13325072824954987
1479425444683294213,-0.13074181973934174
1479425444733253036,-0.13880455493927002
1479425444783291032,-0.11665654927492142
1479425444833288592,-0.07429330796003342
1479425444883283220,-0.05533812567591667
1479425444933328937,-0.06234201788902283
1479425444983260437,-0.07099679857492447
1479425445033271766,-0.10183559358119965
1479425445083281310,-0.12761127948760986
1479425445133336475,-0.11377841979265213
1479425445183328558,-0.09883385896682739
1479425445233404698,-0.13042886555194855
1479425445283448582,-0.14361624419689178
1479425445333367499,-0.14866401255130768
1479425445383326348,-0.13484860956668854
1479425445433499090,-0.12570734322071075
1479425445483382125,-0.10313955694437027
1479425445533489877,-0.08587005734443665
1479425445583437918,-0.08432723581790924
1479425445633423016,-0.086347796022892
1479425445683329266,-0.07283014059066772
1479425445733403939,-0.07117412239313126
1479425445783307622,-0.03638000041246414
1479425445833353168,-0.07728525251150131
1479425445883484127,-0.0955626517534256
1479425445933390665,-0.07608257234096527
1479425445983503068,-0.08675073087215424
1479425446033440044,-0.06437936425209045
1479425446083426096,-0.046209417283535004
1479425446133410346,-0.03086784854531288
1479425446183468695,-0.024780016392469406
1479425446233463132,-0.020415551960468292
1479425446283447100,-0.038071244955062866
1479425446333431175,-0.0370982363820076
1479425446383424337,-0.027595583349466324
1479425446433457370,-0.04286479577422142
1479425446483371405,-0.035540174692869186
1479425446533500137,-0.05863558501005173
1479425446583477115,-0.06712279468774796
1479425446633522506,-0.08565875142812729
1479425446683589238,-0.10134083777666092
1479425446733573761,-0.08854075521230698
1479425446783611898,-0.05154462903738022
1479425446833546046,-0.052078813314437866
1479425446883533208,-0.028524251654744148
1479425446933547800,-0.036182429641485214
1479425446983608400,-0.07907526195049286
1479425447033578750,-0.03373150900006294
1479425447083596868,-0.03472822532057762
1479425447133467484,-0.023628484457731247
1479425447183549871,-0.012785496190190315
1479425447233486454,-0.012809069827198982
1479425447283725051,-0.0005256664007902145
1479425447333693598,0.012687450274825096
1479425447383620607,-0.010791720822453499
1479425447433621760,-0.009398525580763817
1479425447483674337,-0.01030580885708332
1479425447533663020,-0.019570231437683105
1479425447583646955,0.00629090704023838
1479425447633645468,0.0015992801636457443
1479425447683675176,-0.004055321216583252
1479425447733726775,0.007475046440958977
1479425447783780269,0.013394476845860481
1479425447833680291,0.0066511500626802444
1479425447883694922,0.024714944884181023
1479425447933701813,0.023591013625264168
1479425447983829975,-0.009872080758213997
1479425448033742629,-0.008238071575760841
1479425448083725825,0.0010659806430339813
1479425448133784412,0.010886209085583687
1479425448183782273,0.012721920385956764
1479425448233780330,0.002699693664908409
1479425448283749801,-0.00032169558107852936
1479425448333826064,-0.01890789531171322
1479425448383792183,-0.01777258701622486
1479425448433778649,-0.008440742269158363
1479425448483793143,0.027446480467915535
1479425448533885890,0.020340939983725548
1479425448583862227,0.008738266304135323
1479425448633847925,-0.0008043162524700165
1479425448683822662,0.00655096210539341
1479425448733882312,0.039931029081344604
1479425448783845387,0.04344892501831055
1479425448833950015,0.02122935838997364
1479425448883924440,0.021215548738837242
1479425448933879663,0.015240700915455818
1479425448983876216,0.011233793571591377
1479425449034016614,0.017844391986727715
1479425449083989539,0.01982949487864971
1479425449134003281,0.030896561220288277
1479425449183978806,0.029574094340205193
1479425449233996144,0.02159053273499012
1479425449283962329,0.0379098579287529
1479425449333971165,0.03544768691062927
1479425449383983954,0.03665219992399216
1479425449434025534,0.024801621213555336
1479425449483987552,0.013041624799370766
1479425449534040093,-0.006392074748873711
1479425449584053959,-0.0024929605424404144
1479425449634016171,-0.008209608495235443
1479425449684123260,-0.01695694774389267
1479425449734027001,0.016982754692435265
1479425449784082050,0.027324048802256584
1479425449834134569,0.03910865634679794
1479425449884087282,0.039729125797748566
1479425449934088214,0.042061708867549896
1479425449984134982,0.04927044361829758
1479425450034140940,0.03754865378141403
1479425450084078501,0.05114375054836273
1479425450134193600,0.024851074442267418
1479425450184172865,0.008772427216172218
1479425450234144378,0.036942385137081146
1479425450284149775,0.06763134151697159
1479425450334262000,0.04949545860290527
1479425450384178750,0.05102869123220444
1479425450434161961,0.05679377168416977
1479425450484147791,0.0628880187869072
1479425450534184818,0.09250939637422562
1479425450584162450,0.09896240383386612
1479425450634258305,0.0862315371632576
1479425450684227110,0.07693849503993988
1479425450734209984,0.06732635945081711
1479425450784248908,0.0610850527882576
1479425450834260421,0.059089429676532745
1479425450884230583,0.0495598241686821
1479425450934345661,0.05350172519683838
1479425450984309065,0.05052400380373001
1479425451034286630,0.0538942888379097
1479425451084317905,0.048884421586990356
1479425451134304083,0.05040035396814346
1479425451184289528,0.05526116490364075
1479425451234414501,0.05656249076128006
1479425451284350407,0.0598268061876297
1479425451334284259,0.0476156547665596
1479425451384384161,0.057521313428878784
1479425451434326964,0.05445026606321335
1479425451484368953,0.05142650008201599
1479425451534399242,0.049974314868450165
1479425451584434387,0.02911335416138172
1479425451634350263,0.030915195122361183
1479425451684382956,0.04504211246967316
1479425451734356975,0.051943130791187286
1479425451784399230,0.02222236804664135
1479425451834383177,0.02090550772845745
1479425451884425416,0.04381675273180008
1479425451934441674,0.03935551643371582
1479425451984403693,0.04191093146800995
1479425452034457721,0.033899933099746704
1479425452084417312,0.04300060123205185
1479425452134520843,0.04863248020410538
1479425452184466002,0.04827260226011276
1479425452234335175,0.04034731537103653
1479425452284375611,0.015227356925606728
1479425452334564662,0.016854846850037575
1479425452384627152,0.02560981549322605
1479425452434545378,-0.0025990139693021774
1479425452484609213,-0.009358124807476997
1479425452534553900,-0.012657850980758667
1479425452584569515,0.0009831953793764114
1479425452634553611,0.003358053043484688
1479425452684562980,0.028985755518078804
1479425452734636836,0.035799428820610046
1479425452784608361,0.04575030505657196
1479425452834609980,0.04275703430175781
1479425452884611953,0.03574500232934952
1479425452934601849,0.05031372606754303
1479425452984630588,0.035140082240104675
1479425453034674381,0.019568851217627525
1479425453084683167,0.03424651175737381
1479425453134711461,0.04181075096130371
1479425453184665706,0.05717536062002182
1479425453234723205,0.06513446569442749
1479425453284690109,0.05409742146730423
1479425453334712197,0.04897134751081467
1479425453384695179,0.0271535012871027
1479425453434771997,0.021864911541342735
1479425453484719139,0.052875109016895294
1479425453534887926,0.0438590943813324
1479425453584746259,0.027524331584572792
1479425453634743110,0.050991177558898926
1479425453684792122,0.08735153079032898
1479425453734799602,0.1531148999929428
1479425453784765115,0.08327264338731766
1479425453834837075,0.2210761159658432
1479425453884781104,0.17349088191986084
1479425453934842652,0.11397594958543777
1479425453984831513,0.03464982658624649
1479425454034831660,0.11859352141618729
1479425454084836219,0.12657353281974792
1479425454134878742,0.07785794138908386
1479425454184883542,0.040741585195064545
1479425454234889377,0.037437617778778076
1479425454284867819,0.0345604345202446
1479425454334887035,0.05227191001176834
1479425454384960133,0.04456726461648941
1479425454434866999,0.01950031705200672
1479425454484877099,0.04026634246110916
1479425454534965755,0.05837903916835785
1479425454584960425,0.059223875403404236
1479425454634985147,0.05673667788505554
1479425454684962544,0.046837612986564636
1479425454734974049,0.048393525183200836
1479425454784969623,0.04442649334669113
1479425454834992068,0.0654488280415535
1479425454885024662,0.06415796279907227
1479425454935000744,0.062073394656181335
1479425454985024030,0.06909485906362534
